"","AF","address","university","department","short_address","postal_code","country"
"5971","Porro, G.","Intendencia Parque Nacl Nahuel Huapi, San Carlos De Bariloche, Rio Negro, Argentina.","Intendencia Parque Nacl Nahuel Huapi"," San Carlos De Bariloche"," Rio Negro, Argentina.",NA,"Argentina"
"5972","Burns, Kevin C.","Victoria Univ Wellington, Sch Biol Sci, Wellington, New Zealand.","Victoria Univ Wellington"," Sch Biol Sci"," Wellington, New Zealand.",NA,"New Zealand"
"5973","Cazetta, Eliana","Univ Estadual Paulista, Dept Ecol, Plant Phenol & Seed Dispersal Res Grp, BR-13506900 Rio Claro, SP, Brazil.","Univ Estadual Paulista"," Dept Ecol"," Plant Phenol & Seed Dispersal Res Grp, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil"
"5974","Galetti, Mauro","Univ Estadual Paulista, Dept Ecol, Plant Phenol & Seed Dispersal Res Grp, BR-13506900 Rio Claro, SP, Brazil.","Univ Estadual Paulista"," Dept Ecol"," Plant Phenol & Seed Dispersal Res Grp, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil"
"5975","Galetti, Mauro","Univ Estadual Paulista, Dept Ecol, Plant Phenol & Seed Dispersal Res Grp, BR-13506900 Rio Claro, SP, Brazil.","Univ Estadual Paulista"," Dept Ecol"," Plant Phenol & Seed Dispersal Res Grp, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil"
"5976","Schaefer, H. Martin","Univ Freiburg, Fac Biol, Dept Ecol & Evolutionary Biol, D-79104 Freiburg, Germany.","Univ Freiburg"," Fac Biol"," Dept Ecol & Evolutionary Biol, D-79104 Freiburg, Germany.","D-7910","Germany"
"5977","Valido, Alfredo","CSIC, Integrat Ecol Grp, Estac Biol Donana, Seville 41013, Spain.","CSIC"," Integrat Ecol Grp"," Estac Biol Donana, Seville 41013, Spain."," 41013","Spain"
"5978","Felizola Diniz-Filho, Jose Alexandre","Univ Fed Goias, Dept Biol Geral, ICB, BR-74001970 Goiania, Go, Brazil.","Univ Fed Goias"," Dept Biol Geral"," ICB, BR-74001970 Goiania, Go, Brazil.","BR-74001970","Brazil"
"5979","Morales-Castilla, Ignacio","Univ Alcala de Henares, Dept Ecol, Alcala De Henares 28871, Spain.","Univ Alcala de Henares"," Dept Ecol"," Alcala De Henares 28871, Spain."," 28871","Spain"
"5980","Olalla-Tarraga, Miguel Angel","Univ Alcala de Henares, Dept Ecol, Alcala De Henares 28871, Spain.","Univ Alcala de Henares"," Dept Ecol"," Alcala De Henares 28871, Spain."," 28871","Spain"
"5981","Rodriguez, Miguel Angel","Univ Alcala de Henares, Dept Ecol, Alcala De Henares 28871, Spain.","Univ Alcala de Henares"," Dept Ecol"," Alcala De Henares 28871, Spain."," 28871","Spain"
"5982","Rueda, Marta","Univ Alcala de Henares, Dept Ecol, Alcala De Henares 28871, Spain.","Univ Alcala de Henares"," Dept Ecol"," Alcala De Henares 28871, Spain."," 28871","Spain"
"5983","Terribile, Levi Carina","Univ Brasilia, Program Posgrad Biol Anim, BR-70910900 Brasilia, DF, Brazil.","Univ Brasilia"," Program Posgrad Biol Anim"," BR-70910900 Brasilia, DF, Brazil.","BR-70910900","Brazil"
"5984","Vidanes, Rosa M.","Univ Alcala de Henares, Dept Ecol, Alcala De Henares 28871, Spain.","Univ Alcala de Henares"," Dept Ecol"," Alcala De Henares 28871, Spain."," 28871","Spain"
"5985","Kitzberger, Thomas","Univ Nacl Comahue, Lab Ecotono, INIBIOMA, CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," Lab Ecotono"," INIBIOMA, CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina"
"5986","Relva, Maria Andrea","Univ Nacl Comahue, Lab Ecotono, INIBIOMA, CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," Lab Ecotono"," INIBIOMA, CONICET, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina"
"5987","Westerholm, Christian Lopez","Lund Univ, Fac Sci, S-22362 Lund, Sweden.","Lund Univ"," Fac Sci"," S-22362 Lund, Sweden.","S-2236","Sweden"
"5988","Cornejo, Fernando","Proyecto Castanales, Puerto Maldonado, Peru.","Proyecto Castanales"," Puerto Maldonado"," Peru.",NA,"Peru"
"5989","Gorchov, David L.","Miami Univ, Dept Bot, Oxford, OH 45056 USA.","Miami Univ"," Dept Bot"," Oxford, OH 45056 USA."," 45056","USA"
"5990","Rondon, Xanic J.","Miami Univ, Dept Bot, Oxford, OH 45056 USA.","Miami Univ"," Dept Bot"," Oxford, OH 45056 USA."," 45056","USA"
"5991","Sanchez Azofeifa, G. Arturo","Univ Alberta, Dept Earth & Atmospher Sci, EOSL, Edmonton, AB T6G 2E3, Canada.","Univ Alberta"," Dept Earth & Atmospher Sci"," EOSL, Edmonton, AB T6G 2E3, Canada."," T6G 2E3","Canada"
"5992","Espirito-Santo, Mario M.","Univ Estadual Montes Claros, Dept Biol Geral, BR-39401089 Montes Claros, MG, Brazil.","Univ Estadual Montes Claros"," Dept Biol Geral"," BR-39401089 Montes Claros, MG, Brazil.","BR-39401089","Brazil"
"5993","Fernandes, G. Wilson","Univ Fed Minas Gerais, ICB, Ecol Evolut Biodiversidade DBG, BR-30161970 Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," ICB"," Ecol Evolut Biodiversidade DBG, BR-30161970 Belo Horizonte, MG, Brazil.","BR-30161970","Brazil"
"5994","Madeira, Bruno G.","Univ Estadual Montes Claros, Dept Biol Geral, BR-39401089 Montes Claros, MG, Brazil.","Univ Estadual Montes Claros"," Dept Biol Geral"," BR-39401089 Montes Claros, MG, Brazil.","BR-39401089","Brazil"
"5995","D'Angelo Neto, Santos","Univ Estadual Montes Claros, Dept Biol Geral, BR-39401089 Montes Claros, MG, Brazil.","Univ Estadual Montes Claros"," Dept Biol Geral"," BR-39401089 Montes Claros, MG, Brazil.","BR-39401089","Brazil"
"5996","Nunes, Yule R. F.","Univ Estadual Montes Claros, Dept Biol Geral, BR-39401089 Montes Claros, MG, Brazil.","Univ Estadual Montes Claros"," Dept Biol Geral"," BR-39401089 Montes Claros, MG, Brazil.","BR-39401089","Brazil"
"5997","Quesada, Mauricio","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia 58089, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia 58089, Michoacan, Mexico."," 58089","Mexico"
"5998","Drechsler, Martin","UFZ Helmholtz Ctr Environm Res, Dept Ecol Modelling, D-04318 Leipzig, Germany.","UFZ Helmholtz Ctr Environm Res"," Dept Ecol Modelling"," D-04318 Leipzig, Germany.","D-0431","Germany"
"5999","Lourival, Reinaldo","Univ Queensland, Appl Environm Decis Anal Ctr, Brisbane, Qld 4075, Australia.","Univ Queensland"," Appl Environm Decis Anal Ctr"," Brisbane, Qld 4075, Australia.","Qld 4075","Australia"
"6000","Possingham, Hugh P.","Univ Queensland, Appl Environm Decis Anal Ctr, Brisbane, Qld 4075, Australia.","Univ Queensland"," Appl Environm Decis Anal Ctr"," Brisbane, Qld 4075, Australia.","Qld 4075","Australia"
"6001","Freitas, Simone R.","Univ Sao Paulo, Inst Biosci, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Inst Biosci"," Dept Ecol, BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil"
"6002","Metzger, Jean Paul","Univ Sao Paulo, Inst Biosci, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Inst Biosci"," Dept Ecol, BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil"
"6003","Soares-Filho, Britaldo S.","Univ Fed Minas Gerais, Ctr Remote Sensing, BR-31270901 Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Ctr Remote Sensing"," BR-31270901 Belo Horizonte, MG, Brazil.","BR-31270901","Brazil"
"6004","Teixeira, Ana Maria G.","Univ Sao Paulo, Inst Biosci, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Inst Biosci"," Dept Ecol, BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil"
"6005","Anaya, Jesus A.","Univ Medellin Carrera, Ingn Ambiental, Medellin, Colombia.","Univ Medellin Carrera"," Ingn Ambiental"," Medellin, Colombia.",NA,"Colombia"
"6006","Chuvieco, Emilio","Univ Alcala de Henares, Dept Geog, Alcala De Henares 28801, Spain.","Univ Alcala de Henares"," Dept Geog"," Alcala De Henares 28801, Spain."," 28801","Spain"
"6007","Palacios-Orueta, Alicia","Univ Politecn Madrid, ETSI Montes, Dept Silvopascicultura, E-28040 Madrid, Spain.","Univ Politecn Madrid"," ETSI Montes"," Dept Silvopascicultura, E-28040 Madrid, Spain.","E-2804","Spain"
"6008","Alt, Fabian","Johannes Gutenberg Univ Mainz, Inst Geog, D-55099 Mainz, Germany.","Johannes Gutenberg Univ Mainz"," Inst Geog"," D-55099 Mainz, Germany.","D-5509","Germany"
"6009","Boy, Jens","Johannes Gutenberg Univ Mainz, Inst Geog, D-55099 Mainz, Germany.","Johannes Gutenberg Univ Mainz"," Inst Geog"," D-55099 Mainz, Germany.","D-5509","Germany"
"6010","Geissler, Christiane","Johannes Gutenberg Univ Mainz, Inst Geog, D-55099 Mainz, Germany.","Johannes Gutenberg Univ Mainz"," Inst Geog"," D-55099 Mainz, Germany.","D-5509","Germany"
"6011","Guenter, Sven","Tech Univ Munich, Inst Silviculture, D-85354 Freising Weihenstephan, Germany.","Tech Univ Munich"," Inst Silviculture"," D-85354 Freising Weihenstephan, Germany.","D-8535","Germany"
"6012","Knuth, Jana","Johannes Gutenberg Univ Mainz, Inst Geog, D-55099 Mainz, Germany.","Johannes Gutenberg Univ Mainz"," Inst Geog"," D-55099 Mainz, Germany.","D-5509","Germany"
"6013","Mosandl, Reinhard","Tech Univ Munich, Inst Silviculture, D-85354 Freising Weihenstephan, Germany.","Tech Univ Munich"," Inst Silviculture"," D-85354 Freising Weihenstephan, Germany.","D-8535","Germany"
"6014","Oelmann, Yvonne","Johannes Gutenberg Univ Mainz, Inst Geog, D-55099 Mainz, Germany.","Johannes Gutenberg Univ Mainz"," Inst Geog"," D-55099 Mainz, Germany.","D-5509","Germany"
"6015","Valarezo, Carlos","Univ Nacl Loja, Direcc Gen Investigac, Loja, Ecuador.","Univ Nacl Loja"," Direcc Gen Investigac"," Loja, Ecuador.",NA,"Ecuador"
"6016","Weber, Michael","Tech Univ Munich, Inst Silviculture, D-85354 Freising Weihenstephan, Germany.","Tech Univ Munich"," Inst Silviculture"," D-85354 Freising Weihenstephan, Germany.","D-8535","Germany"
"6017","Wilcke, Wolfgang","Johannes Gutenberg Univ Mainz, Inst Geog, D-55099 Mainz, Germany.","Johannes Gutenberg Univ Mainz"," Inst Geog"," D-55099 Mainz, Germany.","D-5509","Germany"
"6018","de Mattos, S. H. V. L.","Univ Estadual Campinas, Inst Geociencias, BR-13081970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Inst Geociencias"," BR-13081970 Campinas, SP, Brazil.","BR-13081970","Brazil"
"6019","Piqueira, J. R. C.","Univ Sao Paulo, Escola Politecn, Dept Elect Telecomunicacoes & Controle, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Escola Politecn"," Dept Elect Telecomunicacoes & Controle, BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil"
"6020","Vasconcelos-Neto, J.","Univ Estadual Campinas, Inst Biol, BR-13081970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Inst Biol"," BR-13081970 Campinas, SP, Brazil.","BR-13081970","Brazil"
"6021","Lopez-Upton, Javier","Colegio Postgrad, Montecillo 56230, Estado Mexico, Mexico.","Colegio Postgrad"," Montecillo 56230"," Estado Mexico, Mexico.",NA,"Mexico"
"6022","Ramirez-Valverde, Gustavo","Colegio Postgrad, Montecillo 56230, Estado Mexico, Mexico.","Colegio Postgrad"," Montecillo 56230"," Estado Mexico, Mexico.",NA,"Mexico"
"6023","Saenz-Romero, Cuauhtemoc","Serv Canadien Forets, Ctr Canadien Fibre Bois, Quebec City, PQ G1V 4C7, Canada.","Serv Canadien Forets"," Ctr Canadien Fibre Bois"," Quebec City, PQ G1V 4C7, Canada."," G1V 4C7","Canada"
"6024","Santacruz-Varela, Amalio","Colegio Postgrad, Montecillo 56230, Estado Mexico, Mexico.","Colegio Postgrad"," Montecillo 56230"," Estado Mexico, Mexico.",NA,"Mexico"
"6025","Jesus Vargas-Hernandez, J.","Colegio Postgrad, Montecillo 56230, Estado Mexico, Mexico.","Colegio Postgrad"," Montecillo 56230"," Estado Mexico, Mexico.",NA,"Mexico"
"6026","Viveros-Viveros, Hector","Colegio Postgrad, Montecillo 56230, Estado Mexico, Mexico.","Colegio Postgrad"," Montecillo 56230"," Estado Mexico, Mexico.",NA,"Mexico"
"6027","Baker, Terrell T.","New Mexico State Univ, Cooperat Extens Serv, Las Cruces, NM 88003 USA.","New Mexico State Univ"," Cooperat Extens Serv"," Las Cruces, NM 88003 USA."," 88003","USA"
"6028","Boren, Jon C.","New Mexico State Univ, Cooperat Extens Serv, Las Cruces, NM 88003 USA.","New Mexico State Univ"," Cooperat Extens Serv"," Las Cruces, NM 88003 USA."," 88003","USA"
"6029","Cram, Douglas S.","New Mexico State Univ, Cooperat Extens Serv, Las Cruces, NM 88003 USA.","New Mexico State Univ"," Cooperat Extens Serv"," Las Cruces, NM 88003 USA."," 88003","USA"
"6030","Fernald, Alexander G.","New Mexico State Univ, Dept Anim & Range Sci, Las Cruces, NM 88003 USA.","New Mexico State Univ"," Dept Anim & Range Sci"," Las Cruces, NM 88003 USA."," 88003","USA"
"6031","Mason, Glenn J.","New Mexico State Univ, Cooperat Extens Serv, Las Cruces, NM 88003 USA.","New Mexico State Univ"," Cooperat Extens Serv"," Las Cruces, NM 88003 USA."," 88003","USA"
"6032","VanLeeuwen, Dawn M.","New Mexico State Univ, Agr & Extens Dept, Las Cruces, NM 88003 USA.","New Mexico State Univ"," Agr & Extens Dept"," Las Cruces, NM 88003 USA."," 88003","USA"
"6033","Pizo, Marco A.","Univ Vale Rio dos Sinos, Programa Posgrad Biol, Ctr Ciencias Saude, BR-93022000 Sao Leopoldo, RS, Brazil.","Univ Vale Rio dos Sinos"," Programa Posgrad Biol"," Ctr Ciencias Saude, BR-93022000 Sao Leopoldo, RS, Brazil.","BR-93022000","Brazil"
"6034","Rodrigues, Ricardo R.","Univ Sao Paulo, Escola Super Agr Luiz Queiroz, Dept Ciencias Biol, BR-13418900 Piracicaba, SP, Brazil.","Univ Sao Paulo"," Escola Super Agr Luiz Queiroz"," Dept Ciencias Biol, BR-13418900 Piracicaba, SP, Brazil.","BR-13418900","Brazil"
"6035","Rother, Debora C.","Univ Estadual Paulista, Programa Posgrad Biol Vegetal, BR-13506900 Rio Claro, SP, Brazil.","Univ Estadual Paulista"," Programa Posgrad Biol Vegetal"," BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil"
"6036","Chiarucci, Alessandro","Univ Siena, Dept Environm Sci G Sarfatti, I-53100 Siena, Italy.","Univ Siena"," Dept Environm Sci G Sarfatti"," I-53100 Siena, Italy.","I-5310","Italy"
"6037","Diaz, Sandra","Univ Nacl Cordoba, CONICET, Inst Multidisciplinario Biol Vegetal, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba"," CONICET"," Inst Multidisciplinario Biol Vegetal, RA-5000 Cordoba, Argentina.","RA-5000","Argentina"
"6038","Paertel, Meelis","Univ Tartu, Inst Ecol & Earth Sci, EE-50090 Tartu, Estonia.","Univ Tartu"," Inst Ecol & Earth Sci"," EE-50090 Tartu, Estonia.","EE-50090","Estonia"
"6039","Wilson, J. Bastow","Univ Otago, Dept Bot, Dunedin, New Zealand.","Univ Otago"," Dept Bot"," Dunedin, New Zealand.",NA,"New Zealand"
"6040","Colli, Guarino R.","Univ Brasilia, Dept Zool, Brasilia, DF, Brazil.","Univ Brasilia"," Dept Zool"," Brasilia, DF, Brazil.",NA,"Brazil"
"6041","Martins, Marcio","Univ Sao Paulo, Inst Biociencias, Dept Ecol, Sao Paulo, Brazil.","Univ Sao Paulo"," Inst Biociencias"," Dept Ecol, Sao Paulo, Brazil.",NA,"Brazil"
"6042","Nogueira, Cristiano","Univ Sao Paulo, Programa Posgrad Ecol, Sao Paulo, Brazil.","Univ Sao Paulo"," Programa Posgrad Ecol"," Sao Paulo, Brazil.",NA,"Brazil"
"6043","Colli, Guarino Rinaldi","Univ Brasilia, Dept Zool, BR-70910900 Brasilia, DF, Brazil.","Univ Brasilia"," Dept Zool"," BR-70910900 Brasilia, DF, Brazil.","BR-70910900","Brazil"
"6044","Vitt, Laurie Joseph","Sam Noble Oklahoma Museum Nat Hist, Norman, OK 73072 USA.","Sam Noble Oklahoma Museum Nat Hist"," Norman"," OK 73072 USA."," 73072","USA"
"6045","Werneck, Fernanda de Pinho","Univ Brasilia, Dept Zool, BR-70910900 Brasilia, DF, Brazil.","Univ Brasilia"," Dept Zool"," BR-70910900 Brasilia, DF, Brazil.","BR-70910900","Brazil"
"6046","Erker, Joseph A.","Univ Arizona, Environm Res Lab, Tucson, AZ 85706 USA.","Univ Arizona"," Environm Res Lab"," Tucson, AZ 85706 USA."," 85706","USA"
"6047","Glenn, Edward P.","Univ Arizona, Environm Res Lab, Tucson, AZ 85706 USA.","Univ Arizona"," Environm Res Lab"," Tucson, AZ 85706 USA."," 85706","USA"
"6048","Gomez-Limon, Euduardo",NA,NA,NA,NA,NA,NA
"6049","Jones, Cory L.","Univ Arizona, Environm Res Lab, Tucson, AZ 85706 USA.","Univ Arizona"," Environm Res Lab"," Tucson, AZ 85706 USA."," 85706","USA"
"6050","Nagler, Pamela L.","Univ Arizona, US Geol Survey, Sonoran Desert Res Stn, SW Biol Sci Ctr,Sch Nat Resources, Tucson, AZ 85721 USA.","Univ Arizona"," US Geol Survey"," Sonoran Desert Res Stn, SW Biol Sci Ctr,Sch Nat Resources, Tucson, AZ 85721 USA."," 85721","USA"
"6051","Reynolds, Elizabeth W.","US Geol Survey, Ft Sci Ctr, Ft Collins, CO 80526 USA.","US Geol Survey"," Ft Sci Ctr"," Ft Collins, CO 80526 USA."," 80526","USA"
"6052","Scott, Michael L.","US Geol Survey, Ft Sci Ctr, Ft Collins, CO 80526 USA.","US Geol Survey"," Ft Sci Ctr"," Ft Collins, CO 80526 USA."," 80526","USA"
"6053","Shafroth, Patrick B.","US Geol Survey, Ft Sci Ctr, Ft Collins, CO 80526 USA.","US Geol Survey"," Ft Sci Ctr"," Ft Collins, CO 80526 USA."," 80526","USA"
"6054","Valdes-Casillas, Carlos","Pronatura Noroeste, Alamos 85760, Sonora, Mexico.","Pronatura Noroeste"," Alamos 85760"," Sonora, Mexico.",NA,"Mexico"
"6055","Porto, Katia Cavalcanti","Univ Fed Pernambuco, Dept Bot, BR-50670901 Recife, PE, Brazil.","Univ Fed Pernambuco"," Dept Bot"," BR-50670901 Recife, PE, Brazil.","BR-50670901","Brazil"
"6056","Pereira Silva, Mercia Patricia","Univ Fed Pernambuco, Dept Bot, BR-50670901 Recife, PE, Brazil.","Univ Fed Pernambuco"," Dept Bot"," BR-50670901 Recife, PE, Brazil.","BR-50670901","Brazil"
"6057","Guedes-Bruni, Rejan Rodrigues","Inst Pesquisas Jardim Bot Rio de Janeiro, BR-22460030 Rio De Janeiro, Brazil.","Inst Pesquisas Jardim Bot Rio de Janeiro"," BR-22460030 Rio De Janeiro"," Brazil.",NA,"Brazil"
"6058","Mantovani, Waldir","Univ Sao Paulo, Escola Artes Ciencias & Humanidades, BR-03828000 Sao Paulo, Brazil.","Univ Sao Paulo"," Escola Artes Ciencias & Humanidades"," BR-03828000 Sao Paulo, Brazil.","BR-03828000","Brazil"
"6059","da Silva, Ary Gomes","Ctr Univ Vila Velha, BR-29102770 Vila Velha, ES, Brazil.","Ctr Univ Vila Velha"," BR-29102770 Vila Velha"," ES, Brazil.",NA,"Brazil"
"6060","Avila, Enrique","Univ Nacl Autonoma Mexico, Estac Mazatlan, Inst Ciencias Mar & Limnol, Lab Ecol Bentos, Mazatlan 82000, Mexico.","Univ Nacl Autonoma Mexico"," Estac Mazatlan"," Inst Ciencias Mar & Limnol, Lab Ecol Bentos, Mazatlan 82000, Mexico."," 82000","Mexico"
"6061","Luis Carballo, Jose","Univ Nacl Autonoma Mexico, Estac Mazatlan, Inst Ciencias Mar & Limnol, Lab Ecol Bentos, Mazatlan 82000, Mexico.","Univ Nacl Autonoma Mexico"," Estac Mazatlan"," Inst Ciencias Mar & Limnol, Lab Ecol Bentos, Mazatlan 82000, Mexico."," 82000","Mexico"
"6062","Elias, Rodolfo","Univ Nacl Mar del Plata, Dept Ciencias Marinas, Mar Del Plata, Buenos Aires, Argentina.","Univ Nacl Mar del Plata"," Dept Ciencias Marinas"," Mar Del Plata, Buenos Aires, Argentina.",NA,"Argentina"
"6063","Molina, Lucas M.","Consejo Nacl Invest Cient & Tecn, Inst Argentino Oceanog, Bahia Blanca, Buenos Aires, Argentina.","Consejo Nacl Invest Cient & Tecn"," Inst Argentino Oceanog"," Bahia Blanca, Buenos Aires, Argentina.",NA,"Argentina"
"6064","Perillo, Gerardo M. E.","Consejo Nacl Invest Cient & Tecn, Inst Argentino Oceanog, Bahia Blanca, Buenos Aires, Argentina.","Consejo Nacl Invest Cient & Tecn"," Inst Argentino Oceanog"," Bahia Blanca, Buenos Aires, Argentina.",NA,"Argentina"
"6065","Pratolongo, Paula D.","Consejo Nacl Invest Cient & Tecn, Inst Argentino Oceanog, Bahia Blanca, Buenos Aires, Argentina.","Consejo Nacl Invest Cient & Tecn"," Inst Argentino Oceanog"," Bahia Blanca, Buenos Aires, Argentina.",NA,"Argentina"
"6066","Valinas, Macarena S.","Consejo Nacl Invest Cient & Tecn, RA-1033 Buenos Aires, DF, Argentina.","Consejo Nacl Invest Cient & Tecn"," RA-1033 Buenos Aires"," DF, Argentina.",NA,"Argentina"
"6067","Bachman, Steven","Royal Bot Gardens, Richmond TW9 3AE, Surrey, England.","Royal Bot Gardens"," Richmond TW9 3AE"," Surrey, England.",NA,NA
"6068","Brummitt, Neil A.","Royal Bot Gardens, Richmond TW9 3AE, Surrey, England.","Royal Bot Gardens"," Richmond TW9 3AE"," Surrey, England.",NA,NA
"6069","Lucas, Eve J.","Royal Bot Gardens, Richmond TW9 3AE, Surrey, England.","Royal Bot Gardens"," Richmond TW9 3AE"," Surrey, England.",NA,NA
"6070","Lughadha, Eimear M. Nic","Royal Bot Gardens, Richmond TW9 3AE, Surrey, England.","Royal Bot Gardens"," Richmond TW9 3AE"," Surrey, England.",NA,NA
"6071","Moat, Justin","Royal Bot Gardens, Richmond TW9 3AE, Surrey, England.","Royal Bot Gardens"," Richmond TW9 3AE"," Surrey, England.",NA,NA
"6072","Murray-Smith, Charlotte","Royal Bot Gardens, Richmond TW9 3AE, Surrey, England.","Royal Bot Gardens"," Richmond TW9 3AE"," Surrey, England.",NA,NA
"6073","Oliveira-Filho, Ary T.","Univ Fed Lavras, Dept Ciencias Florestais, BR-37200000 Lavras, MG, Brazil.","Univ Fed Lavras"," Dept Ciencias Florestais"," BR-37200000 Lavras, MG, Brazil.","BR-37200000","Brazil"
"6074","Auster, Peter J.","Univ Connecticut, Natl Undersea Res Ctr, Groton, CT 06340 USA.","Univ Connecticut"," Natl Undersea Res Ctr"," Groton, CT 06340 USA."," 06340","USA"
"6075","Avise, John","Univ Calif Irvine, Irvine, CA 92697 USA.","Univ Calif Irvine"," Irvine"," CA 92697 USA."," 92697","USA"
"6076","Campagna, Claudio","Natl Res Council Argentina, Ctr Nacl Patagon, RA-9120 Puerto Madryn Chubut, Argentina.","Natl Res Council Argentina"," Ctr Nacl Patagon"," RA-9120 Puerto Madryn Chubut, Argentina.","RA-9120","Argentina"
"6077","Cuker, Benjamin","Hampton Univ, Hampton, VA 23668 USA.","Hampton Univ"," Hampton"," VA 23668 USA."," 23668","USA"
"6078","Dayton, Paul","Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92093 USA.","Univ Calif San Diego"," Scripps Inst Oceanog"," La Jolla, CA 92093 USA."," 92093","USA"
