"","AF","address","university","department","short_address","postal_code","country","EB_author.country","match"
"2387","Gerardo, Rubio","Consejo Nacl Invest Cient & Tecn, RA-1033 Buenos Aires, DF, Argentina.","Consejo Nacl Invest Cient & Tecn"," RA-1033 Buenos Aires"," DF, Argentina.",NA,"Argentina","Argentina",TRUE
"2388","Luis, Peri Pablo","INTA EEA Santo Cruz, RA-9400 Rio Gallegos, Santa Cruz, Argentina.","INTA EEA Santo Cruz"," RA-9400 Rio Gallegos"," Santa Cruz, Argentina.",NA,"Argentina","Argentina",TRUE
"2389","Veronica, Gargaglione","INTA EEA Santo Cruz, RA-9400 Rio Gallegos, Santa Cruz, Argentina.","INTA EEA Santo Cruz"," RA-9400 Rio Gallegos"," Santa Cruz, Argentina.",NA,"Argentina","Argentina",TRUE
"2390","Gasson, Peter","Royal Bot Gardens, Jodrell Lab, Richmond TW9 3DS, Surrey, England.","Royal Bot Gardens"," Jodrell Lab"," Richmond TW9 3DS, Surrey, England.","TW9 3DS",NA,"England",NA
"2391","Lima, Kleber Costa","Assoc Plantas Nordeste APNE, BR-50731280 Recife, PE, Brazil.","Assoc Plantas Nordeste APNE"," BR-50731280 Recife"," PE, Brazil.",NA,"Brazil","Brazil",TRUE
"2392","Pareync, Frans","Assoc Plantas Nordeste APNE, BR-50731280 Recife, PE, Brazil.","Assoc Plantas Nordeste APNE"," BR-50731280 Recife"," PE, Brazil.",NA,"Brazil","Brazil",TRUE
"2393","Sampaio, Everardo","Univ Fed Pernambuco, Dept Energia Nucl, Recife, PE, Brazil.","Univ Fed Pernambuco"," Dept Energia Nucl"," Recife, PE, Brazil.",NA,"Brazil","Brazil",TRUE
"2394","Balvanera, Patricia","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia, Michoacan, Mexico.",NA,"Mexico","Mexico",TRUE
"2395","Flessa, Karl W.","Univ Arizona, Dept Geosci, Tucson, AZ 85721 USA.","Univ Arizona"," Dept Geosci"," Tucson, AZ 85721 USA."," 85721","USA","USA",TRUE
"2396","Lopez-Hoffman, Laura","Univ Arizona, Udall Ctr Studies Publ Policy, Tucson, AZ 85721 USA.","Univ Arizona"," Udall Ctr Studies Publ Policy"," Tucson, AZ 85721 USA."," 85721","USA","USA",TRUE
"2397","Varady, Robert G.","Univ Arizona, Udall Ctr Studies Publ Policy, Tucson, AZ 85721 USA.","Univ Arizona"," Udall Ctr Studies Publ Policy"," Tucson, AZ 85721 USA."," 85721","USA","USA",TRUE
"2398","Aizprua, Rafael","Univ Panama, Dept Bot, Panama City, Panama.","Univ Panama"," Dept Bot"," Panama City, Panama.",NA,"Panama","Panama",TRUE
"2399","Dudley, Robert","Smithsonian Trop Res Inst, Balboa, Panama.","Smithsonian Trop Res Inst"," Balboa"," Panama.",NA,"Panama","Panama",TRUE
"2400","Oliveira, Evandro G.","Ctr Univ UNA, Fac Ciencias Biol & Saude, BR-30180100 Belo Horizonte, MG, Brazil.","Ctr Univ UNA"," Fac Ciencias Biol & Saude"," BR-30180100 Belo Horizonte, MG, Brazil.","BR-30180100","Brazil","Brazil",TRUE
"2401","Pelaez, Nicole Z.","Univ Los Andes, Dept Ciencias Biol, Bogota, Colombia.","Univ Los Andes"," Dept Ciencias Biol"," Bogota, Colombia.",NA,"Colombia","Colombia",TRUE
"2402","Riveros, Andre J.","Univ Nacl Colombia, Dept Biol, Bogota, Colombia.","Univ Nacl Colombia"," Dept Biol"," Bogota, Colombia.",NA,"Colombia","Colombia",TRUE
"2403","Srygley, Robert B.","Smithsonian Trop Res Inst, Balboa, Panama.","Smithsonian Trop Res Inst"," Balboa"," Panama.",NA,"Panama","Panama",TRUE
"2404","Arita, Hector T.","Univ Nacl Autonoma Mexico, Inst Ecol, Morelia 58090, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Inst Ecol"," Morelia 58090, Michoacan, Mexico."," 58090","Mexico","Mexico",TRUE
"2405","Ardo, Jonas","Lund Univ, Dept Phys Geog & Ecosyst Anal, Lund, Sweden.","Lund Univ"," Dept Phys Geog & Ecosyst Anal"," Lund, Sweden.",NA,"Sweden","Sweden",TRUE
"2406","Filella, Iolanda","Univ Autonoma Barcelona, CREAF, CSIC, CEAB,Unitat Ecofisiol & Canvi Global, Bellaterra 08193, Catalunya, Spain.","Univ Autonoma Barcelona"," CREAF"," CSIC, CEAB,Unitat Ecofisiol & Canvi Global, Bellaterra 08193, Catalunya, Spain."," 08193","Spain","Spain",TRUE
"2407","Garbulsky, Martin F.","Univ Autonoma Barcelona, CREAF, CSIC, CEAB,Unitat Ecofisiol & Canvi Global, Bellaterra 08193, Catalunya, Spain.","Univ Autonoma Barcelona"," CREAF"," CSIC, CEAB,Unitat Ecofisiol & Canvi Global, Bellaterra 08193, Catalunya, Spain."," 08193","Spain","Spain",TRUE
"2408","Goulden, Michael L.","Univ Calif Irvine, Dept Earth Syst Sci, Irvine, CA 92697 USA.","Univ Calif Irvine"," Dept Earth Syst Sci"," Irvine, CA 92697 USA."," 92697","USA","USA",TRUE
"2409","Kiely, Gerard","Natl Univ Ireland Univ Coll Cork, Dept Civil & Environm Engn, Ctr Hydrol Meteorol & Climate Change, Cork, Ireland.","Natl Univ Ireland Univ Coll Cork"," Dept Civil & Environm Engn"," Ctr Hydrol Meteorol & Climate Change, Cork, Ireland.",NA,"Ireland","Ireland",TRUE
"2410","Papale, Dario","Univ Tuscia, Dept Forest Environm & Resources, I-01100 Viterbo, Italy.","Univ Tuscia"," Dept Forest Environm & Resources"," I-01100 Viterbo, Italy.","I-0110","Italy","Italy",TRUE
"2411","Penuelas, Josep","Univ Autonoma Barcelona, CREAF, CSIC, CEAB,Unitat Ecofisiol & Canvi Global, Bellaterra 08193, Catalunya, Spain.","Univ Autonoma Barcelona"," CREAF"," CSIC, CEAB,Unitat Ecofisiol & Canvi Global, Bellaterra 08193, Catalunya, Spain."," 08193","Spain","Spain",TRUE
"2412","Richardson, Andrew D.","Harvard Univ, Dept Organism & Evolutionary Biol, Cambridge, MA 02138 USA.","Harvard Univ"," Dept Organism & Evolutionary Biol"," Cambridge, MA 02138 USA."," 02138","USA","USA",TRUE
"2413","Rotenberg, Eyal","Weizmann Inst Sci, IL-76100 Rehovot, Israel.","Weizmann Inst Sci"," IL-76100 Rehovot"," Israel.",NA,"Israel","Israel",TRUE
"2414","Veenendaal, Elmar M.","Wageningen Univ, Nat Conservat & Plant Ecol Grp, NL-6708 PD Wageningen, Netherlands.","Wageningen Univ"," Nat Conservat & Plant Ecol Grp"," NL-6708 PD Wageningen, Netherlands.","NL-6708","Netherlands","Netherlands",TRUE
"2415","Albernaz, Ana L. K. M.","Museu Paraense Emilio Goeldi, BR-66077830 Belem, Para, Brazil.","Museu Paraense Emilio Goeldi"," BR-66077830 Belem"," Para, Brazil.",NA,"Brazil","Brazil",TRUE
"2416","Facure, Katia G.","Univ Fed Uberlandia, Fac Ciencias Integradas Pontal, BR-38302000 Ituiutaba, MG, Brazil.","Univ Fed Uberlandia"," Fac Ciencias Integradas Pontal"," BR-38302000 Ituiutaba, MG, Brazil.","BR-38302000","Brazil","Brazil",TRUE
"2417","Vasconcelos, Heraldo L.","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","Univ Fed Uberlandia"," Inst Biol"," BR-38400902 Uberlandia, MG, Brazil.","BR-38400902","Brazil","Brazil",TRUE
"2418","Vilhena, Jose M. S.","INPA, BR-69011970 Manaus, Amazonas, Brazil.","INPA"," BR-69011970 Manaus"," Amazonas, Brazil.",NA,"Brazil","Brazil",TRUE
"2419","Ezcurra, Cecilia","Univ Nacl Comahue, INIBIOMA, CONICET, Lab Ecotono CRUB, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," INIBIOMA"," CONICET, Lab Ecotono CRUB, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"2420","Ruggiero, Adriana","Univ Nacl Comahue, INIBIOMA, CONICET, Lab Ecotono CRUB, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," INIBIOMA"," CONICET, Lab Ecotono CRUB, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"2421","Lilian Speziale, Karina","Univ Nacl Comahue, INIBIOMA, CONICET, Lab Ecotono CRUB, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," INIBIOMA"," CONICET, Lab Ecotono CRUB, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"2422","Baeza, J. Antonio","Smithsonian Trop Res Inst, Balboa, Ancon, Panama.","Smithsonian Trop Res Inst"," Balboa"," Ancon, Panama.",NA,"Panama","Panama",TRUE
"2423","Boltana, Sebastian","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2424","Cifuentes, Mauricio","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2425","Correa, Cristian","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2426","Cuevas, Alejandra","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2427","del Valle, Erasmo","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2428","Hernaez, Patricio","Univ Arturo Prat, Museo Mar, Iquique, Chile.","Univ Arturo Prat"," Museo Mar"," Iquique, Chile.",NA,"Chile","Chile",TRUE
"2429","Hinojosa, Ivan","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2430","Hinojosa, Ivan","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2431","Rivadeneira, Marcelo M.","Univ Catolica Norte, Fac Ciencias Mar, CEAZA, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," CEAZA, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2432","Thiel, Martin","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2433","Ulrich, Niklas","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2434","Valdivia, Nelson","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2435","Vasquez, Nelson","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2436","Zander, Anke","Univ Catolica Norte, Fac Ciencias Mar, Dept Biol Marina, Coquimbo 1781412, Chile.","Univ Catolica Norte"," Fac Ciencias Mar"," Dept Biol Marina, Coquimbo 1781412, Chile."," 17814","Chile","Chile",TRUE
"2437","Chaneton, Enrique J.","Univ Buenos Aires, IFEVA, CONICET, RA-1417 Buenos Aires, DF, Argentina.","Univ Buenos Aires"," IFEVA"," CONICET, RA-1417 Buenos Aires, DF, Argentina.","RA-1417","Argentina","Argentina",TRUE
"2438","Kitzberger, Thomas","Univ Nacl Comahue, CONICET, INIBIOMA, Lab Ecotono, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","Univ Nacl Comahue"," CONICET"," INIBIOMA, Lab Ecotono, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"2439","Noemi Mazia, C.","Univ Buenos Aires, Fac Agron, Dept Prod Vegetal, RA-1417 Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Agron"," Dept Prod Vegetal, RA-1417 Buenos Aires, DF, Argentina.","RA-1417","Argentina","Argentina",TRUE
"2440","Ferreira, Alessandro W. C.","Univ Fed Sao Carlos, Dept Bot, BR-13565905 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Dept Bot"," BR-13565905 Sao Carlos, SP, Brazil.","BR-13565905","Brazil","Brazil",TRUE
"2441","Lima, Maria I. S.","Univ Fed Sao Carlos, Dept Bot, BR-13565905 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Dept Bot"," BR-13565905 Sao Carlos, SP, Brazil.","BR-13565905","Brazil","Brazil",TRUE
"2442","Silva, Igor A.","Univ Fed Sao Carlos, Dept Bot, BR-13565905 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Dept Bot"," BR-13565905 Sao Carlos, SP, Brazil.","BR-13565905","Brazil","Brazil",TRUE
"2443","Soares, Joao J.","Univ Fed Sao Carlos, Dept Bot, BR-13565905 Sao Carlos, SP, Brazil.","Univ Fed Sao Carlos"," Dept Bot"," BR-13565905 Sao Carlos, SP, Brazil.","BR-13565905","Brazil","Brazil",TRUE
"2444","Sampaio, Mauricio Bonesso","Univ Brasilia, Dept Ecol, Programa Posgrad Ecol, Brasilia, DF, Brazil.","Univ Brasilia"," Dept Ecol"," Programa Posgrad Ecol, Brasilia, DF, Brazil.",NA,"Brazil","Brazil",TRUE
"2445","Scariot, Aldicir","Embrapa Recursos Genet & Biotecnol, Lab Ecol & Conservacao, BR-70770900 Brasilia, DF, Brazil.","Embrapa Recursos Genet & Biotecnol"," Lab Ecol & Conservacao"," BR-70770900 Brasilia, DF, Brazil.","BR-70770900","Brazil","Brazil",TRUE
"2446","Salomon Ballina-Gomez, Horacio","Ctr Invest Cient Yucatan, Unidad Recursos Nat, Merida, Yucatan, Mexico.","Ctr Invest Cient Yucatan"," Unidad Recursos Nat"," Merida, Yucatan, Mexico.",NA,"Mexico","Mexico",TRUE
"2447","Iriarte-Vivar, Silvia","Ctr Invest Cient Yucatan, Unidad Recursos Nat, Merida, Yucatan, Mexico.","Ctr Invest Cient Yucatan"," Unidad Recursos Nat"," Merida, Yucatan, Mexico.",NA,"Mexico","Mexico",TRUE
"2448","Orellana, Roger","Ctr Invest Cient Yucatan, Unidad Recursos Nat, Merida, Yucatan, Mexico.","Ctr Invest Cient Yucatan"," Unidad Recursos Nat"," Merida, Yucatan, Mexico.",NA,"Mexico","Mexico",TRUE
"2449","Santiago, Louis S.","Univ Calif Riverside, Dept Bot & Plant Sci, Riverside, CA 92521 USA.","Univ Calif Riverside"," Dept Bot & Plant Sci"," Riverside, CA 92521 USA."," 92521","USA","USA",TRUE
"2450","Bravo, Adriana","Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.","Louisiana State Univ"," Dept Biol Sci"," Baton Rouge, LA 70803 USA."," 70803","USA","USA",TRUE
"2451","Emmons, Louise H.","Smithsonian Inst, Div Mammals NHB390, Washington, DC 20013 USA.","Smithsonian Inst"," Div Mammals NHB390"," Washington, DC 20013 USA."," 20013","USA","USA",TRUE
"2452","Harms, Kyle E.","Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.","Louisiana State Univ"," Dept Biol Sci"," Baton Rouge, LA 70803 USA."," 70803","USA","USA",TRUE
"2453","Cruz, Leonardo Dominici","Univ Estadual Paulista, Inst Biociencias, Programa Posgrad Ciencias Biol Zool, Sao Paulo, Brazil.","Univ Estadual Paulista"," Inst Biociencias"," Programa Posgrad Ciencias Biol Zool, Sao Paulo, Brazil.",NA,"Brazil","Brazil",TRUE
"2454","Fernandes, Fernanda Rodrigues","Univ Estadual Campinas, Inst Biol, Dept Parasitol, Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","Univ Estadual Campinas"," Inst Biol"," Dept Parasitol, Programa Posgrad Ecol, BR-13083970 Campinas, SP, Brazil.","BR-13083970","Brazil","Brazil",TRUE
"2455","Sobrado, M. A.","Univ Simon Bolivar, Dept Biol Organismos, Lab Biol Ambiental Plantas, Caracas 1080A, Venezuela.","Univ Simon Bolivar"," Dept Biol Organismos"," Lab Biol Ambiental Plantas, Caracas 1080A, Venezuela.",NA,"Venezuela","Venezuela",TRUE
"2456","Dirzo, Rodolfo","Stanford Univ, Dept Biol, Stanford, CA 94305 USA.","Stanford Univ"," Dept Biol"," Stanford, CA 94305 USA."," 94305","USA","USA",TRUE
"2457","Renton, Katherine","Univ Nacl Autonoma Mexico, Inst Biol, Estac Biol Chamela IB UNAM, Melaque 48980, Jalisco, Mexico.","Univ Nacl Autonoma Mexico"," Inst Biol"," Estac Biol Chamela IB UNAM, Melaque 48980, Jalisco, Mexico."," 48980","Mexico","Mexico",TRUE
"2458","Ines Villasenor-Sanchez, Emma","Univ Nacl Autonoma Mexico, Inst Biol, Estac Biol Chamela, Mexico City 04510, DF, Mexico.","Univ Nacl Autonoma Mexico"," Inst Biol"," Estac Biol Chamela, Mexico City 04510, DF, Mexico."," 04510","Mexico","Mexico",TRUE
"2459","Greene, D. F.","Concordia Univ, Dept Geog Planning & Environm, Montreal, PQ H3G 1M8, Canada.","Concordia Univ"," Dept Geog Planning & Environm"," Montreal, PQ H3G 1M8, Canada."," H3G 1M8","Canada","Canada",TRUE
"2460","Hayden, B.","Concordia Univ, Dept Biol Sci, Montreal, PQ H3G 1M8, Canada.","Concordia Univ"," Dept Biol Sci"," Montreal, PQ H3G 1M8, Canada."," H3G 1M8","Canada","Canada",TRUE
"2461","Quesada, M.","Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Morelia 58089, Michoacan, Mexico.","Univ Nacl Autonoma Mexico"," Ctr Invest Ecosistemas"," Morelia 58089, Michoacan, Mexico."," 58089","Mexico","Mexico",TRUE
"2462","Arraut, E. M.","Natl Inst Space Res, Remote Sensing Div, Sao Paulo, Brazil.","Natl Inst Space Res"," Remote Sensing Div"," Sao Paulo, Brazil.",NA,"Brazil","Brazil",TRUE
"2463","Kenward, R. E.","Ctr Ecol & Hydrol, Wallingford, Oxon, England.","Ctr Ecol & Hydrol"," Wallingford"," Oxon, England.",NA,NA,"England",NA
"2464","Macdonald, D. W.","Univ Oxford, Wildlife Conservat Res Unit, Dept Zool, Recanati Kaplan Ctr, Tubney, Oxon, England.","Univ Oxford"," Wildlife Conservat Res Unit"," Dept Zool, Recanati Kaplan Ctr, Tubney, Oxon, England.",NA,NA,"England",NA
"2465","Mantovani, J. E.","Natal Reg Ctr, Natl Inst Space Res, Natal, RN, Brazil.","Natal Reg Ctr"," Natl Inst Space Res"," Natal, RN, Brazil.",NA,"Brazil","Brazil",TRUE
"2466","Marmontel, M.","Mamiraua Sustainable Dev Inst, Tefe, AM, Brazil.","Mamiraua Sustainable Dev Inst"," Tefe"," AM, Brazil.",NA,"Brazil","Brazil",TRUE
"2467","Novo, E. M. L. M.","Natl Inst Space Res, Remote Sensing Div, Sao Paulo, Brazil.","Natl Inst Space Res"," Remote Sensing Div"," Sao Paulo, Brazil.",NA,"Brazil","Brazil",TRUE
"2468","Grilli, Mariano P.","Univ Nacl Cordoba, CONICET, Ctr Relevamiento & Evaluac Recursos Agr & Nat, Fac Ciencias Agropecuarias, RA-5000 Cordoba, Argentina.","Univ Nacl Cordoba"," CONICET"," Ctr Relevamiento & Evaluac Recursos Agr & Nat, Fac Ciencias Agropecuarias, RA-5000 Cordoba, Argentina.","RA-5000","Argentina","Argentina",TRUE
"2469","Hansbauer, Miriam M.","Univ Freiburg, Dept Wildlife Ecol & Management, Fac Forest & Environm Sci, D-79106 Freiburg, Germany.","Univ Freiburg"," Dept Wildlife Ecol & Management"," Fac Forest & Environm Sci, D-79106 Freiburg, Germany.","D-7910","Germany","Germany",TRUE
"2470","Knauer, Felix","Univ Freiburg, Dept Wildlife Ecol & Management, Fac Forest & Environm Sci, D-79106 Freiburg, Germany.","Univ Freiburg"," Dept Wildlife Ecol & Management"," Fac Forest & Environm Sci, D-79106 Freiburg, Germany.","D-7910","Germany","Germany",TRUE
"2471","Kuechenhoff, Helmut","Univ Munich, Dept Stat, Stat Consulting Unit, D-80799 Munich, Germany.","Univ Munich"," Dept Stat"," Stat Consulting Unit, D-80799 Munich, Germany.","D-8079","Germany","Germany",TRUE
"2472","Metzger, Jean Paul","Univ Sao Paulo, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Dept Ecol"," BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil","Brazil",TRUE
"2473","Pilz, Stefan","Univ Munich, Dept Stat, Stat Consulting Unit, D-80799 Munich, Germany.","Univ Munich"," Dept Stat"," Stat Consulting Unit, D-80799 Munich, Germany.","D-8079","Germany","Germany",TRUE
"2474","Pimentel, Rafael G.","Univ Sao Paulo, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Dept Ecol"," BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil","Brazil",TRUE
"2475","Storch, Ilse","Univ Freiburg, Dept Wildlife Ecol & Management, Fac Forest & Environm Sci, D-79106 Freiburg, Germany.","Univ Freiburg"," Dept Wildlife Ecol & Management"," Fac Forest & Environm Sci, D-79106 Freiburg, Germany.","D-7910","Germany","Germany",TRUE
"2476","Vegvari, Zsolt","Univ Debrecen, Dept Conservat Zool, H-4010 Debrecen, Hungary.","Univ Debrecen"," Dept Conservat Zool"," H-4010 Debrecen, Hungary.","H-4010","Hungary","Hungary",TRUE
"2477","Castro-Diez, Pilar","Univ Alcala De Henares, Fac Ciencias, Dept Ecol, Madrid 28871, Spain.","Univ Alcala De Henares"," Fac Ciencias"," Dept Ecol, Madrid 28871, Spain."," 28871","Spain","Spain",TRUE
"2478","Cornelissen, Johannes H. C.","Vrije Univ Amsterdam, Inst Ecol Sci, Fac Earth & Life Sci, Dept Syst Ecol, NL-1081 HV Amsterdam, Netherlands.","Vrije Univ Amsterdam"," Inst Ecol Sci"," Fac Earth & Life Sci, Dept Syst Ecol, NL-1081 HV Amsterdam, Netherlands.","NL-1081","Netherlands","Netherlands",TRUE
"2479","Godoy, Oscar","CSIC, Ctr Ciencias Medioambientales, Inst Recursos Nat, Madrid 28006, Spain.","CSIC"," Ctr Ciencias Medioambientales"," Inst Recursos Nat, Madrid 28006, Spain."," 28006","Spain","Spain",TRUE
"2480","Godoy, Oscar","CSIC, Ctr Ciencias Medioambientales, Inst Recursos Nat, Madrid 28006, Spain.","CSIC"," Ctr Ciencias Medioambientales"," Inst Recursos Nat, Madrid 28006, Spain."," 28006","Spain","Spain",TRUE
"2481","Valladares, Fernando","CSIC, Ctr Ciencias Medioambientales, Inst Recursos Nat, Madrid 28006, Spain.","CSIC"," Ctr Ciencias Medioambientales"," Inst Recursos Nat, Madrid 28006, Spain."," 28006","Spain","Spain",TRUE
"2482","Van Logtestijn, Richard S. P.","Vrije Univ Amsterdam, Inst Ecol Sci, Fac Earth & Life Sci, Dept Syst Ecol, NL-1081 HV Amsterdam, Netherlands.","Vrije Univ Amsterdam"," Inst Ecol Sci"," Fac Earth & Life Sci, Dept Syst Ecol, NL-1081 HV Amsterdam, Netherlands.","NL-1081","Netherlands","Netherlands",TRUE
"2483","DiTomaso, Joseph","Univ Calif Davis, Davis, CA 95616 USA.","Univ Calif Davis"," Davis"," CA 95616 USA."," 95616","USA","USA",TRUE
"2484","Hierro, Jose L.","Natl Univ La Pampa, CONICET, INCITAP, Santa Rosa, Argentina.","Natl Univ La Pampa"," CONICET"," INCITAP, Santa Rosa, Argentina.",NA,"Argentina","Argentina",TRUE
"2485","Lortie, Christopher J.","York Univ, Dept Biol, Toronto, ON M3J 1P3, Canada.","York Univ"," Dept Biol"," Toronto, ON M3J 1P3, Canada."," M3J 1P3","Canada","Canada",TRUE
